ID,CENTER,FY,SIC,NAICS,STATE,SALES,EMPLOYEES,PLANT_AREA,PRODUCTS,PRODUNITS,PRODLEVEL,PRODHOURS,NUMARS,EC_plant_cost,EC_plant_usage,ED_plant_cost,ED_plant_usage,EF_plant_cost,E2_plant_cost,E2_plant_usage,E3_plant_cost,E3_plant_usage,E4_plant_cost,E4_plant_usage,E5_plant_cost,E5_plant_usage,E6_plant_cost,E6_plant_usage,E7_plant_cost,E7_plant_usage,E8_plant_cost,E8_plant_usage,E9_plant_cost,E9_plant_usage,E10_plant_cost,E10_plant_usage,E11_plant_cost,E11_plant_usage,E12_plant_cost,E12_plant_usage,W0_plant_cost,W0_plant_usage,W1_plant_cost,W1_plant_usage,W2_plant_cost,W2_plant_usage,W3_plant_cost,W3_plant_usage,W4_plant_cost,W4_plant_usage,W5_plant_cost,W5_plant_usage,W6_plant_cost,W6_plant_usage
GT0587,GT,1996.0,2752.0,,GA,17000000.0,47.0,35000.0,Flexible Packaging,2.0,6000000.0,6000.0,6.0,38673.0,1645662.0,53597.0,3334.0,8452.0,55211.0,11072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6800.0,5720.0,,,,,,
GT0588,GT,1996.0,3089.0,,GA,29000000.0,300.0,175000.0,Porous Plastics,2.0,11000000.0,6864.0,6.0,147149.0,5573271.0,116568.0,13614.0,39058.0,119680.0,39251.0,,,,,14743.0,2715.0,,,,,,,,,,,,,,,,,,,,,,,2450.0,175000.0,,,,
GT0589,GT,1996.0,2281.0,,GA,30000000.0,280.0,201470.0,Carpet Yarn,2.0,21000000.0,8400.0,8.0,923614.0,21582357.0,,,55417.0,178538.0,55387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628988.0,278860.0,,,,
GT0590,GT,1996.0,2861.0,,GA,60000000.0,140.0,500000.0,Specialty Chemicals,2.0,24000000.0,8400.0,9.0,360379.0,12052755.0,187190.0,21868.0,35621.0,543435.0,151909.0,,,,,,,,,,,,,,,,,,,1045416.0,384345.0,,,648000.0,432000000.0,,,,,,,,,,
GT0591,GT,1996.0,2322.0,,AL,5800000.0,30.0,30000.0,finished cloth,2.0,28200000.0,8200.0,10.0,274459.0,5670575.0,44100.0,12600.0,26066.0,463686.0,146531.0,,,,,4930.0,1609.0,,,,,,,,,,,,,,,,,210271.0,157827100.0,,,,,,,,,,
GT0592,GT,1996.0,2322.0,,AL,59600000.0,500.0,80000.0,sweatshirts,1.0,15600000.0,8200.0,5.0,98940.0,2044256.0,20176.0,5765.0,4760.0,20639.0,3667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0593,GT,1996.0,2281.0,,GA,65000000.0,650.0,318740.0,Nylon Yarn,2.0,60000000.0,8400.0,6.0,1277028.0,50475382.0,947485.0,88799.0,153106.0,432627.0,124622.0,,,,,78545.0,18182.0,,,,,,,,,,,,,,,,,27290.0,47052000.0,,,,,,,,,,
GT0594,GT,1996.0,2261.0,,GA,25000000.0,250.0,100000.0,Carpet Yarn,2.0,50000000.0,8400.0,5.0,693607.0,27415299.0,490398.0,45591.0,137361.0,212869.0,58745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,50.0,,
GT0595,GT,1996.0,2273.0,,GA,150000000.0,200.0,240000.0,Carpet,6.0,387000000.0,6000.0,8.0,486942.0,15590856.0,,,,377914.0,73327.0,,,,,,,,,857493.0,314720.0,,,,,,,,,,,,,94720.0,740000000.0,,,,,,,,,,
GT0596,GT,1996.0,3089.0,,GA,8000000.0,100.0,65000.0,Polystyrene,2.0,3000000.0,5100.0,7.0,28029.0,785170.0,36613.0,2800.0,3232.0,102170.0,30525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0597,GT,1996.0,2671.0,,GA,60000000.0,140.0,200000.0,Printed Wood Grain Paper,6.0,823000.0,8424.0,6.0,262592.0,10674385.0,303875.0,25344.0,51831.0,385330.0,99436.0,,,,,39702.0,8350.0,,,,,,,,,,,,,,,,,133382.0,25910000.0,,,,,,,,,,
GT0598,GT,1996.0,2273.0,,GA,50000000.0,350.0,267000.0,Carpet,6.0,42900000.0,6000.0,8.0,432628.0,13529895.0,,,,931044.0,246288.0,,,,,,,,,790809.0,284123.0,,,,,,,,,,,,,,,,,,,143620.0,256600.0,,,,
GT0599,GT,1996.0,3993.0,,GA,4000000.0,175.0,115700.0,Displays and Signs,2.0,1000000.0,2550.0,6.0,169654.0,2337925.0,36514.0,10708.0,15378.0,50003.0,6505.0,,,,,,,,,,,,,,,,,,,,,,,2520.0,1105000.0,,,,,,,,,,
GT0600,GT,1996.0,2086.0,,GA,60000000.0,120.0,95000.0,Juice Products,1.0,21000000.0,7200.0,5.0,420089.0,9322685.0,,,16804.0,606568.0,144490.0,,,,,,,,,,,,,,,,,,,,,,,15364.0,5114000.0,,,,,,,,,,
GT0601,GT,1996.0,3281.0,,GA,4000000.0,62.0,27500.0,Marble Tubs and Countertops,2.0,2700000.0,4160.0,6.0,10452.0,408265.0,18194.0,1231.0,5021.0,7130.0,1096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0602,GT,1996.0,3728.0,,SC,32000000.0,200.0,100000.0,Landing Gears,1.0,80000.0,4500.0,6.0,196656.0,2892145.0,7119.0,3738.0,231.0,115355.0,19279.0,,,,,,,,,,,,,,,,,,,,,,,1800.0,16200.0,,,,,,,,,,
GT0603,GT,1996.0,3316.0,,GA,12000000.0,25.0,25500.0,Carbon and SS Flat Bar,2.0,9000000.0,2500.0,5.0,37189.0,529894.0,18917.0,825.0,5201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,200.0,,,,,,,,
GT0604,GT,1996.0,3317.0,,GA,12000000.0,18.0,50000.0,Billboards,1.0,1000.0,6000.0,4.0,31558.0,390094.0,17099.0,1231.0,4027.0,3887.0,669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0605,GT,1996.0,2035.0,,GA,45000000.0,400.0,800000.0,Packaged Salads,2.0,52000000.0,4992.0,9.0,693334.0,29450176.0,730477.0,73327.0,123809.0,,,,,,,,,,,,,,,,,,,,,,,,,30603.0,14566000.0,,,,,520000.0,52000000.0,,,,
GT0606,GT,1996.0,2873.0,,AL,60000000.0,200.0,150000.0,Fertilizer,2.0,150000000.0,8400.0,8.0,232566.0,4560082.0,34174.0,9113.0,11070.0,226031.0,41022.0,,,,,,,,,,,,,,,,,,,,,,,,,226031.0,41022.0,,,,,,,,
GT0607,GT,1997.0,2281.0,,GA,15000000.0,117.0,157500.0,yarn,2.0,7500000.0,6000.0,8.0,309989.0,5588511.0,88404.0,14660.0,,,,,,,,,,,,2815.0,428.0,,,,,,,,,,,,,1154.0,953000.0,,,,,180000.0,150000.0,,,,
GT0608,GT,1997.0,3281.0,,GA,14400000.0,66.0,,Aggregate Stone,3.0,1800000.0,3000.0,10.0,156563.0,3914127.0,221919.0,20065.0,22709.0,,,2500.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,12000.0,,,,,,,,
GT0609,GT,1997.0,2843.0,,SC,45000000.0,100.0,180000.0,Surfactants,2.0,100000000.0,8400.0,7.0,218603.0,7400352.0,112990.0,11794.0,37377.0,396631.0,118820.0,,,,,12884.0,2843.0,,,,,,,,,,,,,,,,,45000.0,190000000.0,,,,,,,,,,
GT0610,GT,1997.0,3613.0,,GA,8000000.0,40.0,28800.0,Control Panels,2.0,3800000.0,2040.0,8.0,26166.0,1046600.0,55847.0,3728.0,4100.0,8641.0,1344.0,,,,,,,,,,,,,,,,,,,,,,,505.0,266100.0,,,5412.0,3300.0,-3192.0,182400.0,,,,
GT0611,GT,1997.0,3089.0,,GA,7000000.0,135.0,58000.0,Concrete Artifacts,,7000000.0,3650.0,9.0,10883.0,425264.0,28753.0,1497.0,1585.0,46403.0,7331.0,,,,,,,,,,,,,,,,,,,,,,,3150.0,1208104.0,,,,,63.0,4700.0,,,,
GT0612,GT,1997.0,2273.0,,GA,220000000.0,498.0,100000.0,Carpet Yarn,2.0,110000000.0,8400.0,6.0,943541.0,38046015.0,178770.0,59590.0,38094.0,,,,,,,,,,,,,202976.0,112541.0,,,,,,,,,,,,,,,,,,,,,,
GT0613,GT,1997.0,2273.0,,GA,330000000.0,495.0,200000.0,Carpet,6.0,495000000.0,6000.0,8.0,793374.0,32120458.0,197158.0,69914.0,39239.0,1292417.0,325682.0,,,,,,,,,819233.0,276719.0,684455.0,379500.0,,,,,,,,,,,,,,,,,,,,,,
GT0614,GT,1997.0,2273.0,,GA,300000000.0,600.0,750000.0,Carpet,6.0,204000.0,5940.0,10.0,608568.0,25356976.0,129414.0,56880.0,35785.0,1000837.0,213272.0,,,,,,,,,,,844835.0,405521.0,,,,,,,,,,,389853.0,329457.0,,,,,,,,,,
GT0615,GT,1997.0,2147.0,,GA,60000000.0,500.0,410000.0,Rugs,1.0,14600000.0,7200.0,8.0,262735.0,8628371.0,163145.0,17887.0,17034.0,705955.0,196281.0,39174.0,5771.0,,,,,,,31311.0,9031.0,,,,,,,,,,,,,171127.0,145014000.0,,,,,,,,,,
GT0616,GT,1997.0,3575.0,,GA,20000000.0,165.0,70000.0,Computer Monitors,1.0,13200.0,2500.0,5.0,34792.0,1303048.0,73881.0,4932.0,6520.0,9478.0,1333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11080.0,200200.0,,,,
GT0617,GT,1997.0,2891.0,,GA,38000000.0,67.0,70000.0,Joint Compound,2.0,261000000.0,7200.0,7.0,66057.0,2859613.0,95062.0,5966.0,10133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3960.0,1000000.0,,,,
GT0618,GT,1997.0,2015.0,,GA,150000000.0,65.0,47000.0,dried egg product,2.0,30000000.0,8760.0,7.0,172412.0,6140387.0,72096.0,6000.0,15607.0,1304714.0,247896.0,,,,,,,,,,,,,,,,,,,,,,,73383.0,46122000.0,,,,,,,,,,
GT0619,GT,1997.0,2952.0,,GA,34000000.0,115.0,162000.0,Roofing Material,5.0,12000000.0,7200.0,6.0,156751.0,6320633.0,113478.0,12348.0,20873.0,350268.0,108993.0,33920.0,3666.0,,,34313.0,5324.0,,,,,,,,,,,,,,,,,19200.0,7200000.0,,,,,150000.0,12000000.0,,,,
GT0620,GT,1997.0,2013.0,,GA,6000000.0,50.0,27000.0,Packaged Sausage,2.0,5000000.0,4000.0,6.0,30452.0,1175850.0,29544.0,2603.0,3046.0,27533.0,4648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0621,GT,1997.0,3523.0,,GA,3000000.0,25.0,30000.0,Agricultural Implements,2.0,5000000.0,2080.0,7.0,96847.0,1128664.0,12398.0,6394.0,12557.0,128251.0,30730.0,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,800.0,,,,,,,,
GT0622,GT,1997.0,2273.0,,GA,12000000.0,100.0,90600.0,Rugs,2.0,2500000.0,2000.0,9.0,38491.0,699883.0,30497.0,3490.0,4101.0,157000.0,34948.0,,,,,,,,,,,,,,,,,,,,,,,47011.0,24694000.0,,,,,,,,,,
GT0623,GT,1997.0,3086.0,,GA,6900000.0,35.0,30000.0,Packing Materials,5.0,27000.0,4250.0,8.0,18517.0,422919.0,17202.0,1129.0,2143.0,36626.0,5990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0624,GT,1997.0,3564.0,,GA,10000000.0,60.0,44000.0,Chemical Adsorbent,2.0,3300000.0,2300.0,8.0,19073.0,756741.0,34753.0,2320.0,5349.0,30071.0,5281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0625,GT,1997.0,3724.0,,GA,60000000.0,800.0,700000.0,Rotor Disks,1.0,12500.0,8760.0,8.0,617976.0,27223623.0,542415.0,38660.0,69623.0,19344.0,5683.0,,,,,,,,,,,,,,,,,,,,,,,,,55200.0,78315.0,,,,,,,,
GT0626,GT,1997.0,2273.0,,GA,10000000.0,120.0,184680.0,Finished Carpet,6.0,45000000.0,2500.0,8.0,67117.0,2314478.0,26860.0,8792.0,4362.0,190793.0,44745.0,36068.0,5152.0,,,,,,,,,,,,,,,,,,,,,11405.0,9620000.0,,,,,161.0,16100.0,,,,
GT0627,GT,1997.0,2015.0,,AL,19300000.0,135.0,70000.0,Chicken Broth,2.0,48500000.0,6000.0,9.0,196201.0,7741794.0,149851.0,17506.0,9078.0,450444.0,126934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000.0,3000000.0,,,,
GT0628,GT,1997.0,3083.0,,SC,111600000.0,475.0,243000.0,Copper-Clad Laminates,6.0,72500.0,8400.0,7.0,594010.0,25830598.0,367000.0,40330.0,19175.0,1616015.0,468867.0,48660.0,6808.0,,,128548.0,13157.0,,,,,,,,,,,,,,,,,44367.0,19721.0,,,,,,,,,,
GT0629,GT,1997.0,3069.0,,GA,40000000.0,400.0,560000.0,urethane fuel cells,1.0,3800.0,4000.0,8.0,181858.0,7274326.0,203865.0,19686.0,28870.0,241075.0,71138.0,,,,,587.0,7.0,,,,,,,,,,,,,,,,,13893.0,15426510.0,,,,,,,,,,
GT0630,GT,1997.0,3149.0,,GA,30000000.0,185.0,64225.0,Footwear,1.0,612000.0,3920.0,9.0,80887.0,2696366.0,126208.0,11309.0,14357.0,,,23014.0,2821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.0,122500.0,,,,
GT0631,GT,1997.0,2493.0,,GA,30000000.0,55.0,65000.0,Laminated Wood,6.0,50000.0,6400.0,8.0,83714.0,3547186.0,107528.0,6773.0,9320.0,141863.0,24234.0,,,,,,,,,,,,,,,,,,,,,,,20880.0,7676000.0,,,,,,,,,,
GT0632,GT,1998.0,3069.0,,GA,20000000.0,310.0,176550.0,Decorative Balloons,2.0,2000000.0,3315.0,9.0,57298.0,1432591.0,49138.0,5071.0,4548.0,,,,,,,,,,,,,,,,,,,,,,,,,3199.0,1804159.0,,,,,,,,,,
GT0633,GT,1998.0,2369.0,,GA,18000000.0,420.0,124000.0,Infant Apparel,1.0,12000000.0,2500.0,8.0,58938.0,2338804.0,116989.0,7839.0,14968.0,3495.0,563.0,,,,,,,,,,,,,,,,,,,,,,,4362.0,,,,,,,,,,,
GT0634,GT,1998.0,2891.0,,GA,4000000.0,16.0,10000.0,Hot Melt Adhesives,2.0,4000000.0,2500.0,7.0,4810.0,184642.0,8867.0,491.0,877.0,96165.0,15773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0635,GT,1998.0,3069.0,,GA,31000000.0,340.0,120000.0,Auto Floor Mats,1.0,6250000.0,6000.0,9.0,149411.0,4785463.0,96000.0,8000.0,14725.0,264808.0,63946.0,15800.0,1840.0,,,,,,,,,,,,,,,,,,,,,3217.0,2219000.0,,,,,,,,,,
GT0636,GT,1998.0,3732.0,,SC,14000000.0,150.0,125000.0,Kayaks,1.0,27500.0,6000.0,8.0,97221.0,2074150.0,18116.0,3150.0,6920.0,158783.0,29356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0637,GT,1998.0,3089.0,,AL,4000000.0,36.0,41000.0,Plastic Seals,2.0,1750000.0,6000.0,8.0,51105.0,1659144.0,39273.0,2871.0,2156.0,3063.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0638,GT,1998.0,2451.0,,GA,50000000.0,250.0,120000.0,Manufactured Homes,1.0,2525.0,2146.0,8.0,64207.0,1269050.0,25646.0,3559.0,20339.0,17540.0,2288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524208.0,5760000.0,,,,
GT0639,GT,1998.0,2273.0,,GA,14000000.0,225.0,350000.0,Carpet,1.0,1850000.0,2500.0,9.0,67800.0,2520516.0,119375.0,9084.0,14448.0,198614.0,64378.0,16549.0,2613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32558.0,26516000.0,,,,
GT0640,GT,1998.0,2024.0,,AL,45000000.0,113.0,160000.0,Ice Cream,5.0,7500.0,2625.0,9.0,348371.0,9072099.0,121527.0,34722.0,27760.0,72810.0,22690.0,,,,,,,,,,,,,,,,,,,,,,,10612.0,12262200.0,,,,,,,,,,
GT0641,GT,1998.0,2451.0,,GA,50000000.0,250.0,121802.0,Manufactured Housing,1.0,3030.0,2020.0,7.0,54819.0,1011430.0,30841.0,4021.0,9661.0,17124.0,2379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67716.0,6480000.0,,,,
GT0642,GT,1998.0,2273.0,,GA,100000000.0,490.0,342000.0,Patterned Carpet,6.0,36900000.0,7500.0,8.0,313362.0,8913247.0,118454.0,24678.0,16642.0,316073.0,62678.0,19934.0,1879.0,,,11854.0,1417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0643,GT,1998.0,3321.0,,GA,75000000.0,650.0,500000.0,Ductile Iron Castings,3.0,100000.0,6000.0,8.0,4887289.0,159171163.0,,,,469886.0,127418.0,123971.0,18566.0,,,20342.0,3752.0,,,,,,,,,,,,,,,,,53852.0,39888596.0,,,,,,,,,,
GT0644,GT,1998.0,3569.0,,GA,15000000.0,210.0,150000.0,Scrap Processing Equipment,3.0,9000.0,6000.0,9.0,132327.0,6134525.0,152685.0,18785.0,54288.0,129861.0,17379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0645,GT,1998.0,2273.0,,GA,7500000.0,170.0,80000.0,Bathroom Rugs,1.0,1500000.0,6000.0,6.0,64020.0,2712778.0,100080.0,7113.0,22183.0,267471.0,64629.0,,,,,,,,,,,,,,,,,,,,,,,93564.0,549210000.0,,,,,1470.0,98000.0,,,,
GT0646,GT,1998.0,3575.0,,GA,577000000.0,300.0,290000.0,Computer Monitors,1.0,1300000.0,6000.0,7.0,98392.0,3920868.0,147916.0,13374.0,71087.0,41348.0,7052.0,,,,,,,,,,,,,,,,,,,,,,,5535.0,1922500.0,,,,,1320000.0,12000000.0,,,,
GT0647,GT,1998.0,3499.0,,GA,4300000.0,65.0,30000.0,Stamped Metal Products,1.0,1200000.0,6000.0,5.0,24486.0,699590.0,23391.0,2034.0,8339.0,2325.0,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.0,525.0,,,,
GT0648,GT,1998.0,3052.0,,GA,4000000.0,34.0,10500.0,Industrial Belts,2.0,60000.0,2000.0,6.0,22535.0,201348.0,,,,4242.0,662.0,,,,,,,,,,,,,,,,,,,,,,,1148.0,334770.0,,,,,45.0,3000.0,,,,
GT0649,GT,1998.0,3069.0,,GA,25000000.0,36.0,59000.0,Carpet Backing,6.0,45000.0,6000.0,9.0,48284.0,2303927.0,29088.0,6060.0,6529.0,251019.0,53490.0,5254.0,539.0,,,,,,,,,,,,,,,,,,,,,,,14880.0,26400.0,,,,,,,,
GT0650,GT,1998.0,2281.0,,GA,26000000.0,200.0,400000.0,Spun Yarn / Filament,2.0,13000000.0,6000.0,7.0,429769.0,13195194.0,240365.0,27660.0,50616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0651,GT,1998.0,3421.0,,GA,70000000.0,320.0,250000.0,hand tools,1.0,5800000.0,6000.0,8.0,605580.0,18924385.0,276145.0,24959.0,52903.0,112056.0,24259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12794.0,970000.0,,,,
GT0652,GT,1998.0,3873.0,,GA,100000000.0,650.0,331000.0,Windup clocks,1.0,12500000.0,6000.0,7.0,316734.0,11517585.0,338371.0,28160.0,55383.0,58932.0,9603.0,,,,,,,,,,,,,,,,,,,,,,,12042.0,7587.0,,,,,,,40000.0,10725.0,,
GT0653,GT,1998.0,3714.0,,GA,3000000.0,60.0,74500.0,Automobile Parts,2.0,9000000.0,5000.0,7.0,48166.0,2103165.0,78951.0,4737.0,2196.0,7665.0,793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0654,GT,1998.0,3523.0,,GA,5000000.0,35.0,150000.0,Fertilizer Spreaders,1.0,150.0,2000.0,8.0,21191.0,192556.0,,,2457.0,8633.0,1305.0,,,,,,,,,,,,,,,,,,,,,,,680.0,530332.0,,,,,,,,,,
GT0655,GT,1998.0,3442.0,,GA,16000000.0,196.0,171000.0,Steel Doors and Frames,6.0,470000.0,3600.0,8.0,231728.0,4011430.0,43859.0,10468.0,24144.0,40350.0,6809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11470.0,1147.0,,,,,,
GT0656,GT,1998.0,2789.0,,GA,2000000.0,42.0,150000.0,Sample Board/ Ring Binders,1.0,400000.0,4000.0,6.0,65200.0,1516413.0,,,4121.0,13203.0,2646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,48000.0,,,,
GT0657,GT,1999.0,3728.0,,GA,,440.0,181890.0,Aircaft Parts,2.0,12.0,6000.0,10.0,197945.0,6185815.0,95256.0,6000.0,5455.0,128054.0,21270.0,,,,,,,,,,,,,,,,,,,,,,,6502.0,5175001.0,,,,,,,82915.0,11000.0,,
GT0658,GT,1999.0,3499.0,,GA,10000000.0,23.0,25000.0,Metal Gratings,3.0,6000.0,3000.0,8.0,7842.0,128664.0,4445.0,285.0,4713.0,6153.0,1030.0,,,,,,,,,,,,,,,,,,,,,,,1703.0,518000.0,,,,,,,,,,
GT0659,GT,1999.0,3728.0,,GA,90000000.0,250.0,101075.0,Cargo Plane Parts,1.0,12.0,6000.0,6.0,83715.0,2981829.0,103300.0,6508.0,12000.0,19492.0,2524.0,,,,,,,,,,,,,,,,,,,,,,,798.0,624750.0,,,,,13335.0,1176000.0,,,,
GT0660,GT,1999.0,3645.0,,GA,50000000.0,170.0,123800.0,Fluorescent Lights,1.0,310000.0,2000.0,8.0,117653.0,1646835.0,,,7510.0,,,4268.0,741.0,,,,,,,,,,,,,,,,,,,,,,,,,12917.0,2895.0,2900.0,85600.0,29.0,1200.0,,
GT0661,GT,1999.0,3645.0,,AL,200000000.0,400.0,356800.0,Fluorescent Lighting,1.0,10000000.0,7200.0,7.0,264438.0,4130715.0,,,,39080.0,4480.0,16777.0,2912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,197898.0,6549500.0,,,,
GT0662,GT,1999.0,3297.0,,GA,150000000.0,787.0,1742000.0,Ceramic Bricks/Cloth/Fiber,2.0,185000000.0,7920.0,8.0,2092616.0,84149767.0,1416890.0,117917.0,224011.0,2535356.0,874261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396235.0,32540000.0,,,,
GT0663,GT,1999.0,3695.0,,GA,89200000.0,170.0,125000.0,VHS Cassettes,1.0,74600000.0,4000.0,10.0,433461.0,8044842.0,,,30342.0,40696.0,6004.0,,,,,,,,,,,,,,,,,,,,,,,17646.0,5313000.0,,,,,1250.0,50000.0,,,,
GT0664,GT,1999.0,3069.0,,GA,30000000.0,130.0,153000.0,Custom Mixed Rubber,2.0,86000000.0,6000.0,9.0,367272.0,11511430.0,,,41790.0,61415.0,10967.0,,,,,,,,,,,,,,,,,,,,,,,8258.0,4859450.0,,,,,,,,,,
GT0665,GT,1999.0,3281.0,,GA,14400000.0,29.0,2178000.0,Aggregate Stone,3.0,1700000.0,3000.0,6.0,84023.0,3501172.0,173892.0,12977.0,15475.0,,,,,,,245000.0,49000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0666,GT,1999.0,3275.0,,GA,75000000.0,96.0,600000.0,Gypsum Wallboard,6.0,362000.0,8272.0,10.0,548479.0,19430833.0,286545.0,32562.0,18882.0,2576743.0,824797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,22176.0,,,,
GT0667,GT,1999.0,2269.0,,GA,3000000.0,130.0,160000.0,carpet,2.0,7000000.0,7200.0,8.0,27448.0,1332943.0,24946.0,5177.0,3138.0,10122.0,1891.0,,,,,,,,,,,,,,,,,,,,,,,107.0,295000.0,,,,,14790.0,510000.0,,,,
GT0668,GT,1999.0,3351.0,,GA,96000000.0,300.0,491900.0,Fluorescent Fixtures,1.0,2750000.0,5000.0,8.0,325322.0,12232708.0,251365.0,20920.0,36810.0,191141.0,45008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22727.0,12500.0,333.0,16660.0,,,,
GT0669,GT,1999.0,3085.0,,GA,24000000.0,120.0,87900.0,plastic bottles,1.0,300000000.0,7200.0,9.0,541933.0,22580598.0,341090.0,25236.0,177184.0,,,,,,,,,,,,,,,,,,,,,,,,,2499.0,526628.0,,,,,1010.0,44900.0,,,,
GT0670,GT,1999.0,2273.0,,GA,35000000.0,155.0,180000.0,carpet,6.0,22820.0,6000.0,10.0,77922.0,3092028.0,166298.0,11143.0,10221.0,50096.0,14252.0,,,,,,,,,,,,,,,,,,,,,,,2388.0,1288000.0,,,,,,,,,,
GT0671,GT,1999.0,2269.0,,GA,10000000.0,130.0,85000.0,Dyed Yarn,2.0,13000000.0,6000.0,9.0,70187.0,3147421.0,100454.0,6611.0,14915.0,407981.0,97768.0,,,,,49007.0,15567.0,,,,,,,,,,,,,,,,,102753.0,883038.0,,,,,,,,,,
GT0672,GT,1999.0,3281.0,,GA,10000000.0,21.0,27000000.0,Aggregate Stone,3.0,1200000.0,3600.0,6.0,102273.0,2208382.0,73496.0,9187.0,10546.0,,,,,,,245000.0,49000.0,,,,,,,,,,,,,,,,,,,32000.0,6400.0,,,,,,,,
GT0673,GT,1999.0,3081.0,,GA,4000000.0,32.0,35000.0,Printed Bags,1.0,84000000.0,7200.0,7.0,60100.0,1710434.0,,,6919.0,56440.0,10403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18480.0,26400.0,,,,,,
GT0674,GT,1999.0,3354.0,,GA,34000000.0,250.0,142000.0,Extruded Aluminum/Vinyl,2.0,22200000.0,6000.0,11.0,222164.0,7771395.0,229397.0,19091.0,27100.0,276376.0,59057.0,,,,,,,,,,,,,,,,,,,,,,,98727.0,25115596.0,,,,,,,,,,
GT0675,GT,1999.0,3593.0,,GA,2000000.0,12.0,11000.0,Rebuilt Hydraulic Cylanders,1.0,8000.0,2625.0,6.0,8040.0,102872.0,,,699.0,2840.0,326.0,,,,,,,,,,,,,,,,,,,,,,,177.0,78000.0,,,5400.0,1120.0,,,,,,
GT0676,GT,1999.0,3211.0,,GA,2500000.0,27.0,140000.0,Glass Panels,6.0,780750.0,2000.0,8.0,31221.0,1282825.0,25436.0,2013.0,3616.0,295343.0,91179.0,,,,,,,,,,,,,,,,,,,,,,,13706.0,8405000.0,,,,,20998.0,895200.0,,,,
GT0677,GT,1999.0,2511.0,,GA,17000000.0,120.0,84000.0,Furniture,1.0,15000.0,4400.0,9.0,27388.0,1095545.0,63530.0,4241.0,2409.0,6154.0,889.0,,,,,,,,,,,,,,,,,,,,,,,1417.0,48870000.0,,,2100.0,770.0,19836.0,466000.0,,,,
GT0678,GT,1999.0,3799.0,,GA,67000000.0,900.0,365000.0,Recreational Vehicles,1.0,9600.0,4000.0,8.0,600786.0,19921454.0,256771.0,19162.0,51450.0,377914.0,73327.0,36521.0,8504.0,,,,,,,,,,,,,,,,,,,,,,,,,35980.0,21600.0,,,,,,
GT0679,GT,1999.0,2891.0,,GA,2500000.0,11.0,45000.0,"Acrylic,Latex,& Coatings",5.0,542.0,6000.0,7.0,43241.0,1806858.0,21406.0,5409.0,7183.0,87374.0,17364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT0680,GT,1999.0,3086.0,,GA,3500000.0,45.0,55000.0,Expanded Polystyrene,2.0,1000000.0,6000.0,6.0,32267.0,1421454.0,51619.0,3228.0,781.0,55547.0,16611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
